id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to,related_symptom_w2v,related_symptom_bert
260,Thay đổi da quanh âm hộ hoặc hậu môn,,,,2022-01-14 08:33:16.55+00,3,3,2022-01-14 08:33:09.819+00,2022-01-14 08:33:16.569+00,,"['Hình dạng khuôn mặt bất thường', 'Không có cử động hay phản xạ', 'Thay đổi tính cách hoặc hành vi', 'Thay đổi vị giác', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Phù toàn thân', 'Chuyển động không theo ý muốn', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Đồng tử không đều', 'Thay đổi tâm lý', 'Thay đổi màu sắc da ở dương vật', 'Phù hai chi dưới', 'Bìu không có tinh hoàn', 'Yếu cơ vùng đầu mặt cổ', 'Đau trong và xung quanh một khớp', 'Đi ngoài phân sống', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Dương vật không thể cương cứng', 'Thay đổi màu sắc dịch âm đạo', 'Các mảng màu đỏ trên da', 'Nề đỏ xung quanh vết loét', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Đột ngột thay đổi tâm trạng', 'Thay đổi nhận thức', 'Mụn nhỏ trên bề mặt da đầu', 'Nước chảy từng ít một từ âm đạo', 'Có dịch từ âm đạo', 'Tăng kích thước âm vật', 'Đau âm ỉ thượng vị', 'Răng bị đổi màu', 'Sưng nề nhẹ quanh đầu xương', 'Màu da khác xung quanh', 'Thay đổi giọng nói', 'Tăng tiết dịch âm đạo', 'Thay đổi màu sắc da', 'Đỏ vùng da quanh khớp', 'Sưng nề vùng da xung quanh', 'Sưng quanh hậu môn', 'Búi trĩ bên trong hoặc ngoài trực tràng', 'Ban đỏ trên da', 'Cục cứng gần hậu môn', 'Các mảng đỏ hoặc nâu trên da', 'Ra dịch âm đạo', 'Tăng sắc tố da', 'Vết nứt ở hậu môn', 'Không nói hoặc biểu lộ cảm xúc', 'Xương đâm xuyên qua da']",['Thay đổi da quanh âm hộ hoặc hậu môn']
379,Khản tiếng,,,,2022-01-15 05:36:13.339+00,1,1,2022-01-15 05:36:11.56+00,2022-01-15 05:36:13.387+00,,"['Khản tiếng', 'Khàn tiếng']",['Khản tiếng']
444,Thở dốc,,,,2022-01-15 08:29:48.641+00,3,3,2022-01-15 08:29:46.155+00,2022-01-15 08:29:48.654+00,,"['Thở dốc', 'Khó thở']",['Thở dốc']
504,Khối u vùng dưới hàm,,,,2022-01-16 09:14:29.294+00,2,2,2022-01-16 09:14:25.353+00,2022-01-16 09:14:29.31+00,,"['Khối u trên mặt', 'Khối u vùng dưới hàm', 'Các khối u ở miệng', 'Khối u ở cổ', 'U thái dương', 'Sờ thấy một khối u trong bụng', 'Khối u ở bụng', 'Yếu liệt chi dưới', 'Khối ở cổ', 'Tăng khối lượng cơ bắp', 'Vùng dày bì dưới da', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Có khối ở cổ', 'Ống bẹn có khối u ', 'Cảm giác khối u chặn họng', 'Yếu cơ vùng đầu mặt cổ', 'Khối u ở vú', 'Đau vùng mạn sườn dưới', 'Khối u ở bìu không đau']","['Khối u ở bụng', 'Khối u vùng dưới hàm', 'Các khối u ở miệng', 'Khối u ở vú']"
522,Hạch cổ,,,,2022-01-16 10:31:46.733+00,2,2,2022-01-16 10:31:45.331+00,2022-01-16 10:31:46.744+00,,"['Hạch cổ', 'Hạch ở cổ', 'Hạch bạch huyết tại cổ']",['Hạch cổ']
579,Da tái xanh,,,,2022-01-17 10:43:10.34+00,1,1,2022-01-17 10:43:07.717+00,2022-01-17 10:43:10.351+00,,"['Xanh da', 'Da tái xanh', 'Các mảng màu đỏ trên da', 'Da vùng cổ thâm', 'Da xanh xao', 'Tím tái', 'Vàng da', 'Thay đổi màu sắc da ở dương vật', 'Đốm trên da', 'Màu da khác xung quanh', 'Thay đổi màu sắc da', 'Đỏ vùng da quanh khớp', 'Nốt màu đỏ trên bề mặt da', 'Ban đỏ trên da', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Các mảng đỏ hoặc nâu trên da', 'Da tấy đỏ', 'Tăng sắc tố da', 'Đỏ da']",['Da tái xanh']
623,Giả mạc hai bên thành họng,,,,2022-01-18 02:27:03.055+00,1,1,2022-01-18 02:27:01.387+00,2022-01-18 02:27:03.068+00,,"['Nước chảy từng ít một từ âm đạo', 'Giả mạc hai bên thành họng', 'Đầu lớn bất thường', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau trong và xung quanh một khớp', 'Có mủ bên trong ', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Đại tiện ra máu', 'Đau phía sau đầu và cổ', 'Giác mạc mất độ bóng', 'Đỏ quanh giác mạc', 'Máu kinh đóng thành cục lớn', 'Cục ở họng', 'Cảm giác ngứa ran bên trong cổ chân', 'Đau vùng bên trái bụng', 'Phù hai chi dưới', 'Xuất huyết kết mạc mắt', 'Búi trĩ bên trong hoặc ngoài trực tràng']",['Giả mạc hai bên thành họng']
727,Đau hông,,,,2022-01-18 04:20:02.528+00,1,1,2022-01-18 04:20:01.035+00,2022-01-18 04:20:02.553+00,,"['Đau hông', 'Đau nhức chân tay', 'Đau thắt lưng', 'Đau xương', 'Đau bắp chân', 'Đau bìu', 'Đau bụng', 'Đau lưng', 'Đau nhói vùng mông', 'Đau tức ngực', 'Đau gót chân', 'Đau quặn bụng', 'Đau nhức xương']",['Đau hông']
729,Yếu liệt chi dưới,,,,2022-01-18 04:21:14.227+00,1,1,2022-01-18 04:21:12.841+00,2022-01-18 04:21:14.265+00,,"['Yếu liệt chi dưới', 'Phù hai chi dưới', 'Liệt chi trên', 'Liệt chi dưới', 'Khối u vùng dưới hàm', 'Yếu', 'Yếu cơ', 'Phù chi dưới trong giai đoạn cuối của thai kỳ', 'Liệt một nửa người', 'Yếu cơ vùng đầu mặt cổ', 'Liệt vận động']",['Yếu liệt chi dưới']
38,Đồng tử không đều,Bất đồng kích thước đồng tử Bất đồng kích thước đồng tử không biểu hiện triệu chứng.<br>© SPRINGER SCIENCE + BUSINESS MEDIA,"[""đồng tử không bằng nhau""]",,2022-01-12 12:08:49.741+00,1,3,2022-01-12 10:06:17.563+00,2022-01-12 12:08:49.754+00,,"['Mất ý thức', 'Hình dạng khuôn mặt bất thường', 'Ít quan tâm tới người khác', 'Không có cử động hay phản xạ', 'Thay đổi tính cách hoặc hành vi', 'Có ý định tự sát', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Nước chảy từng ít một từ âm đạo', 'Chuyển động không theo ý muốn', 'Mất nhận thức không gian', 'Đau khi quan hệ', 'Có dịch từ âm đạo', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Đồng tử không đều', 'Phù hai chi dưới', 'Đầu lớn bất thường', 'Tiểu không tự chủ', 'Tử cung lớn', 'Khẩu cái tiết nhiều dịch', 'Bìu không có tinh hoàn', 'Các vấn đề liên quan đến tình trạng khí', 'Nói ít', 'Yếu cơ vùng đầu mặt cổ', 'Nội tiết tố bất thường', 'Ra dịch âm đạo', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Khó nghe được các phụ âm', 'Nói không rõ chữ', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Khó chịu khi đi tiểu', 'Đại tiện ra máu', 'Không nói hoặc biểu lộ cảm xúc', 'Mất chức năng vùng bị thương', 'Mất thị lực cấp tính', 'Đau khi giao hợp', 'Gò tử cung', 'Cơn gò tử cung', 'Giãn đồng tử', 'Ăn không tiêu', 'Dương vật không thể cương cứng']",['Đồng tử không đều']
88,Đau ngực,"Đau ngực là một triệu chứng rất phổ biến. Nhiều bệnh nhân nhận thức rõ rằng đây là một triệu chứng cảnh báo bệnh lý có khả năng gây đe doạ tính mạng, do đó, họ đến khám để đánh giá các triệu chứng dù là nhỏ nhất. Các bệnh nhân khác, dù tình trạng bệnh nghiêm trọng, vẫn coi thường, hoặc thậm chí bỏ qua các dấu hiệu cảnh báo này. Đau biểu hiện rất khác nhau (cả về tính chất và mức độ) giữa các cá thể, cũng như giữa nam và nữ. Tuy nhiên, không bao giờ nên bỏ qua triệu chứng đau ngực khi chưa giải thích được nguyên nhân.",[],,2022-01-12 12:28:32.824+00,1,1,2022-01-12 10:06:17.982+00,2022-01-12 12:28:32.837+00,,"['Da dày, nứt nẻ, bong vảy', 'Rối loạn tiêu hóa', 'Vết loét từ mụn cơm, nút ruồi', 'Vết loét có bờ nông, đáy nhẵn', 'Chảy máu đường tiêu hóa', 'Đau ngực', 'Da dày, cứng', 'Phù bìu, vú', 'Phát ban, ngứa', 'Giật tóc khỏi da đầu, giật lông mày, lông mi', 'Xuất huyết ở mặt tay, chân', 'Cáu gắt, giận dữ']",['Đau ngực']
31,Mất thính giác đột ngột,"Điếc đột ngột là nghe kém tiếp nhận<br>từ vừa đến nặng phát triển đột ngột, trong vòng vài giờ hoặc được chú ý khi thức tỉnh. Nó ảnh hưởng đến khoảng 1/5000 đến 1 / 10.000 người mỗi năm. Nghe kém ban đầu thường là một bên (trừ khi do thuốc) và có thể ở mức độ nghiêm trọng từ nhẹ đến sâu. Nhiều người cũng có ù tai<br>, và một số có hoa mắt, chóng mặt<br>, hoặc cả hai.<br>Nghe kém đột ngột có một số nguyên nhân khác với nghe kém mạn tính và phải được giải quyết khẩn cấp (1<br>).",[],,2022-01-12 12:11:57.327+00,1,3,2022-01-12 10:06:17.478+00,2022-01-12 12:11:57.339+00,,"['Mất thính giác', 'Mất thính giác đột ngột', 'Giác mạc mất độ bóng', 'Mất hứng thú', 'Đột ngột thay đổi tâm trạng', 'Mất khứu giác', 'Cảm giác kiến bò trong người', 'Da mất cảm giác', 'Giảm thính lực', 'Mất vị giác', 'Giảm cảm giác', 'Cảm giác khối u chặn họng', 'Đột nhiên mất sức', 'Mất cảm giác', 'Khớp đau đột ngột', 'Đau đầu đột ngột', 'Cảm giác dị vật trong mắt']",['Mất thính giác đột ngột']
28,Mất khứu giác,"<br><br>Hầu hết bệnh nhân bị mất khứu giác có nhận thức bình thường về các chất mặn, ngọt, chua và đắng nhưng không phân biệt được vị ngon, điều này chủ yếu phụ thuộc vào khứu giác. Do đó, họ thường phàn nàn về việc mất cảm giác vị giác (mất vị giác) và không thưởng thức đồ ăn.",[],,2022-01-12 12:37:40.344+00,1,1,2022-01-12 10:06:17.467+00,2022-01-12 12:37:40.356+00,,"['Mất thính giác', 'Mất khứu giác', 'Mất cảm giác', 'Giác mạc mất độ bóng', 'Mất thính giác đột ngột', 'Da mất cảm giác', 'Mất vị giác', 'Giảm cảm giác', 'Cảm giác khối u chặn họng', 'Cảm giác dị vật trong mắt']",['Mất khứu giác']
18,Yếu,"Liệt là một trong những lý do phổ biến nhất mà bệnh nhân đến gặp với các bác sỹ chăm sóc y tế ban đầu. Liệt là tình trạng mất cơ lực, mặc dù nhiều bệnh nhân còn sử dụng thuật ngữ này khi họ cảm thấy mệt mỏi hoặc có những hạn chế về chức năng (ví dụ do đau hoặc khớp hạn chế vận động) mặc dù cơ lực bình thường.<br>Liệt có thể ảnh hưởng đến một vài hoặc nhiều cơ và tiến triển đột ngột hoặc từ từ. Các triệu chứng khác có thể xuất hiện tùy thuộc vào nguyên nhân. Liệt các nhóm cơ đặc biệt có thể gây rối loạn vận nhãn, nói khó, khó nuốt, hoặc liệt hô hấp.",[],,2022-01-12 12:44:34.86+00,1,1,2022-01-12 10:06:17.346+00,2022-01-12 12:44:34.874+00,,"['Yếu', 'Yếu cơ', 'Yếu ớt', 'Yếu liệt chi dưới', 'Yếu cơ vùng đầu mặt cổ']",['Yếu']
134,Suy giảm thị lực,,,,2022-01-14 04:27:51.777+00,1,1,2022-01-14 04:27:50.409+00,2022-01-14 04:27:51.79+00,,"['Trương lực cơ giảm', 'Suy giảm thị lực', 'Giảm cân', 'Giảm khả năng phản xạ', 'Khó khăn trong việc suy luận', 'Suy tim phải', 'Giảm thính lực', 'Giảm vận động', 'Giảm trí nhớ', 'Suy nhược cơ thể', 'Giảm ham muốn tình dục', 'Rối loạn thị lực', 'Mất thị lực cấp tính', 'Thị lực nhìn mờ', 'Thị lực nhìn đôi']",['Suy giảm thị lực']
137,Mồ hôi có màu bất thường,"mồ hôi có màu vàng nhạt hoặc trắng đục, có tính nhờn dính và khó rửa trôi. Mồ hôi thấm vào áo vùng nách dần dần sẽ hình thành những vệt ố vàng khó giặt sạch.",,,2022-01-14 04:29:15.219+00,3,3,2022-01-14 04:29:12.616+00,2022-01-14 04:29:15.231+00,,"['Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Mồ hôi có màu bất thường', 'Mồ hôi tay', 'Các mảng màu đỏ trên da', 'Nước bọt có máu', 'Hình dạng khuôn mặt bất thường', 'Không có cử động hay phản xạ', 'Đờm có máu', 'Tinh dịch có máu', 'Tăng tiết mồ hôi', 'Có dịch từ âm đạo', 'Thay đổi màu sắc da ở dương vật', 'Đầu lớn bất thường', 'Phân có máu', 'Nước tiểu màu vàng', 'Răng bị đổi màu', 'Màu da khác xung quanh', 'Sợ thức ăn có nhiều dầu mỡ', 'Bìu không có tinh hoàn', 'Thay đổi màu sắc da', 'Phân toàn nước màu trắng đục', 'Nốt màu đỏ trên bề mặt da', 'Nước tiểu sẫm màu', 'Có mủ bên trong ', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Nội tiết tố bất thường', 'Tinh dịch có màu nâu', 'Phân có đường kính lớn', 'Nước mắt có dịch mờ đục', 'Thay đổi màu sắc dịch âm đạo']",['Mồ hôi có màu bất thường']
169,Thay đổi tâm lý,,,,2022-01-14 06:36:23.618+00,1,1,2022-01-14 06:36:21.578+00,2022-01-14 06:36:23.632+00,,"['Thay đổi tính cách hoặc hành vi', 'Đột ngột thay đổi tâm trạng', 'Thay đổi vị giác', 'Thay đổi nhận thức', 'Chuyển động không theo ý muốn', 'Mất nhận thức không gian', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Thay đổi tâm lý', 'Ít quan tâm tới người khác', 'Thay đổi màu sắc da ở dương vật', 'Thay đổi giọng nói', 'Thay đổi màu sắc dịch âm đạo']",['Thay đổi tâm lý']
214,Chảy nước dãi,,,,2022-01-14 07:29:49.689+00,1,1,2022-01-14 07:29:47.85+00,2022-01-14 07:29:49.705+00,,"['Chảy nước dãi', 'Chảy máu cam', 'Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Dễ khát nước', 'Chảy nước ở tai', 'Tiêu chảy', 'Tiêu chảy ra máu', 'Chảy nước mắt', 'Chảy nước mũi', 'Chảy máu quá nhiều']",['Chảy nước dãi']
261,Tay và chân ngắn,,,,2022-01-14 08:34:50.841+00,3,3,2022-01-14 08:34:49.845+00,2022-01-14 08:34:50.854+00,,"['Tay và chân ngắn', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Tê liệt tay chân', 'Chân tay khẳng khiu', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Cảm giác ngứa ran bên trong cổ chân', 'Tê bì tay chân', 'Chóng mặt và hoa mắt', 'Đau trong và xung quanh một khớp', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Phát ban ở trẻ sơ sinh và trẻ nhỏ', 'Đau xương cánh tay', 'Chân tay bị teo', 'Đau phía sau đầu và cổ']",['Tay và chân ngắn']
380,Ngứa mũi,,,,2022-01-15 05:36:42.824+00,1,1,2022-01-15 05:36:41.441+00,2022-01-15 05:36:42.838+00,,"['Ngứa mũi', 'Ngạt mũi', 'Nghẹt mũi', 'Ngứa', 'Ngứa mắt', 'Ngứa miệng', 'Mắt ngứa']",['Ngứa mũi']
446,Giảm kích thước vú,,,,2022-01-15 08:31:54.107+00,3,3,2022-01-15 08:31:52.749+00,2022-01-15 08:31:54.122+00,,"['Giảm kích thước vú', 'Tăng kích thước âm vật']",['Giảm kích thước vú']
39,Đau mắt,"Đau mắt có thể được mô tả là cảm giác nhức, sắc hoặc như dao đâm và cần được phân biệt với các nguyên nhân gây kích thích bề mặt nhãn cầu hoặc cảm giác dị vật. Trong một số bệnh, đau nặng lên khi tiếp xúc với ánh sáng mạnh. Đau mắt có thể là triệu chứng của một bệnh năng và cần được đánh giá sớm. Nhiều nguyên nhân gây đau mắt cũng gây ra đỏ mắt.",[],,2022-01-12 12:28:24.863+00,1,1,2022-01-12 10:06:17.572+00,2022-01-12 12:28:24.875+00,,"['Đau mắt', 'Đau trong hốc mắt', 'Da đau rát', 'Đau vai', 'Đau nhức chân tay', 'Đau họng', 'Nuốt đau', 'Đau đầu', 'Đau răng', 'Nhanh mỏi mắt', 'Đau phía sau xương ức', 'Đau bụng từng cơn', 'Đau buốt', 'Đau xương', 'Đau bắp chân', 'Đau bụng', 'Đau lưng', 'Sưng mắt', 'Đau nhói vùng mông', 'Đau khi nhai', 'Đau bụng kinh', 'Đau cơ', 'Ngứa mắt', 'Nóng mắt', 'Đau quặn bụng', 'Đau bụng mạn tính', 'Đau nhức toàn thân', 'Mắt ngứa', 'Đau nhức xương', 'Mỏi mắt', 'Mờ mắt']",['Đau mắt']
29,Đau tai,"Đau tai có thể xảy ra đơn độc hoặc cùng chảy dịch tai hoặc, hiếm khi, đi cùng nghe kém",[],,2022-01-12 12:29:20.5+00,1,1,2022-01-12 10:06:17.471+00,2022-01-12 12:29:20.512+00,,"['Đau tai', 'Ù tai', 'Đau đầu', 'Đau bụng từng cơn', 'Đau bụng', 'Đau cơ', 'Sưng đau vùng chấn thương', 'Đau nhức toàn thân']",['Đau tai']
170,Phiền muộn,,,,2022-01-14 06:37:48.314+00,1,1,2022-01-14 06:37:45.842+00,2022-01-14 06:37:48.328+00,,['Phiền muộn'],['Phiền muộn']
447,Tăng kích thước âm vật,,,,2022-01-15 08:32:12.113+00,3,3,2022-01-15 08:32:10.855+00,2022-01-15 08:32:12.127+00,,"['Tăng kích thước âm vật', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Nước chảy từng ít một từ âm đạo', 'Có dịch từ âm đạo', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Giảm kích thước vú', 'Thay đổi màu sắc da ở dương vật', 'Đầu dương vật rỉ máu', 'Tăng khối lượng cơ bắp', 'Kích động', 'Dịch xanh lá ở dương vật', 'Tăng tiết dịch âm đạo', 'Các vật trôi nổi', 'Dịch vàng ở dương vật', 'Dịch trắng ở dương vật', 'Ra dịch âm đạo', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Tăng chiều cao', 'Dương vật phát triển', 'Tăng động thái quá', 'Dương vật không thể cương cứng', 'Nhìn vật biến dạng', 'Thay đổi màu sắc dịch âm đạo']",['Tăng kích thước âm vật']
324,Đau buốt,,,,2022-01-14 14:09:44.819+00,3,3,2022-01-14 14:09:36.112+00,2022-01-14 14:09:44.831+00,,"['Đau buốt', 'Đau sưng khớp', 'Da đau rát', 'Đau họng', 'Đau răng', 'Đau rát vùng u', 'Đau mắt', 'Đau xương', 'Đau bìu', 'Đau bụng', 'Đau lưng', 'Đau nhói vùng mông', 'Đau nướu', 'Đau quặn bụng', 'Đau nhức xương']",['Đau buốt']
505,Thay đổi màu sắc da ở dương vật,,,,2022-01-16 09:26:57.145+00,2,2,2022-01-16 09:26:55.639+00,2022-01-16 09:26:57.158+00,,"['Các mảng màu đỏ trên da', 'Hình dạng khuôn mặt bất thường', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Thay đổi màu sắc da ở dương vật', 'Răng bị đổi màu', 'Màu da khác xung quanh', 'Dịch xanh lá ở dương vật', 'Thay đổi màu sắc da', 'Phân toàn nước màu trắng đục', 'Dịch trắng ở dương vật', 'Tinh dịch có màu nâu', 'Các mảng đỏ hoặc nâu trên da', 'Dương vật không thể cương cứng', 'Thay đổi màu sắc dịch âm đạo', 'Da vùng cổ thâm', 'Thay đổi tính cách hoặc hành vi', 'Đột ngột thay đổi tâm trạng', 'Rối loạn thần kinh thực vật', 'Thay đổi vị giác', 'Thay đổi nhận thức', 'Mụn nhỏ trên bề mặt da đầu', 'Da tái xanh', 'Mồ hôi có màu bất thường', 'Thay đổi tâm lý', 'Tăng kích thước âm vật', 'Đầu dương vật rỉ máu', 'Vùng dày bì dưới da', 'Đau dương vật', 'Nước tiểu màu vàng', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đốm trên da', 'Da mất cảm giác', 'Phân nhạt màu', 'Thay đổi giọng nói', 'Nổi cục ở dây thần kinh ngoại vi', 'Có khối ở cổ', 'Các vật trôi nổi', 'Dịch vàng ở dương vật', 'Đỏ vùng da quanh khớp', 'Nốt màu đỏ trên bề mặt da', 'Sưng nề vùng da xung quanh', 'Mảng sần trên bề mặt da', 'Ban đỏ trên da', 'Nước tiểu sẫm màu', 'Các khối u ở miệng', 'Tinh dịch màu vàng xanh hoặc màu xanh', 'Rối loạn màu sắc', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Khí sắc trầm buồn', 'Dương vật phát triển', 'Tăng sắc tố da', 'Phát ban ở trẻ sơ sinh và trẻ nhỏ', 'Xương đâm xuyên qua da', 'Chứng cương dương vật', 'Nhìn vật biến dạng', 'Cảm giác dị vật trong mắt']",['Thay đổi màu sắc da ở dương vật']
325,Cảm giác ngứa ran bên trong cổ chân,,,,2022-01-14 14:10:04.154+00,3,3,2022-01-14 14:10:02.817+00,2022-01-14 14:10:04.169+00,,"['Cảm giác ngứa ran bên trong cổ chân', 'Giác mạc mất độ bóng', 'Tê liệt tay chân', 'Chảy máu trong thực quản', 'Đỏ quanh giác mạc', 'Chân tay khẳng khiu', 'Chảy máu trong quan hệ', 'Ngứa ở niệu đạo ', 'Lãnh cảm', 'Đau nhức chân tay', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Nhạy cảm với tiếng ồn', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Nhạy cảm với ánh sáng', 'Ngứa ngáy toàn thân', 'Sờ thấy một khối u trong bụng', 'Giả mạc hai bên thành họng', 'Tay và chân ngắn', 'Đau cột sống cổ - cột sống thắt lưng', 'Đau vùng bên trái bụng', 'Cảm giác kiến bò trong người', 'Tê bì tay chân', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Da mất cảm giác', 'Mất vị giác', 'Giảm cảm giác', 'Rối loạn về cảm xúc', 'Buồn nôn trong giai đoạn đầu của thai kỳ', 'Cảm giác khối u chặn họng', 'Yếu cơ vùng đầu mặt cổ', 'Búi trĩ bên trong hoặc ngoài trực tràng', 'Nóng rát trong vú', 'Đau trong và xung quanh một khớp', 'Có mủ bên trong ', 'Mảng ngứa trên đầu', 'Đau trong hốc mắt', 'Các mảng da ngứa', 'Không nói hoặc biểu lộ cảm xúc', 'Chân tay bị teo', 'Đau phía sau đầu và cổ', 'Mất cảm giác', 'Ngứa bộ phận sinh dục', 'Ngứa ở vùng háng', 'Ngứa âm đạo', 'Cảm giác dị vật trong mắt']",['Cảm giác ngứa ran bên trong cổ chân']
523,Núm vú tụt,,,,2022-01-16 10:33:20.511+00,2,2,2022-01-16 10:33:19.165+00,2022-01-16 10:33:20.525+00,,['Núm vú tụt'],['Núm vú tụt']
507,Đầu dương vật rỉ máu,,,,2022-01-16 09:27:51.009+00,2,2,2022-01-16 09:27:48.372+00,2022-01-16 09:27:51.023+00,,"['Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Tinh dịch có máu', 'Đầu dương vật rỉ máu', 'Dịch vàng ở dương vật', 'Dịch trắng ở dương vật', 'Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Máu trong phân', 'Rối loạn thần kinh thực vật', 'Đờm có máu', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Mụn nhỏ trên bề mặt da đầu', 'Máu kinh đóng thành cục lớn', 'Tăng kích thước âm vật', 'Thay đổi màu sắc da ở dương vật', 'Đầu lớn bất thường', 'Đau dương vật', 'Phân có máu', 'Tiêu chảy ra máu', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Sưng nề nhẹ quanh đầu xương', 'Dịch xanh lá ở dương vật', 'Các vật trôi nổi', 'Buồn nôn trong giai đoạn đầu của thai kỳ', 'Tiểu ra máu', 'Yếu cơ vùng đầu mặt cổ', 'Mảng ngứa trên đầu', 'Chảy máu quá nhiều', 'Không thể nâng 2 tay qua đầu cùng lúc', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Dương vật phát triển', 'Đại tiện ra máu', 'Đau phía sau đầu và cổ', 'Dương vật không thể cương cứng', 'Chứng cương dương vật', 'Nhìn vật biến dạng', 'Cảm giác dị vật trong mắt']",['Đầu dương vật rỉ máu']
580,Gan sưng to,,,,2022-01-17 10:43:38.267+00,1,1,2022-01-17 10:43:36.725+00,2022-01-17 10:43:38.282+00,,"['Gan sưng to', 'Ngáy to', 'Đau bụng vùng gan', 'Hạch bẹn sưng to và đau', 'Bụng sưng', 'Tai sưng to']","['Gan sưng to', 'Tai sưng to']"
624,Khàn giọng,,,,2022-01-18 02:27:30.664+00,1,1,2022-01-18 02:27:28.938+00,2022-01-18 02:27:30.678+00,,"['Khàn giọng', 'Khàn tiếng']",['Khàn giọng']
728,Đau xương,,,,2022-01-18 04:20:52.028+00,1,1,2022-01-18 04:20:50.284+00,2022-01-18 04:20:52.041+00,,"['Đau xương', 'Đau nhức xương', 'Đau sưng khớp', 'Đau nhức chân tay', 'Đau họng', 'Đau răng', 'Đau bụng vùng gan', 'Đau phía sau xương ức', 'Đau bụng từng cơn', 'Đau hông', 'Đau mắt', 'Đau buốt', 'Đau bắp chân', 'Đau bìu', 'Đau bụng', 'Đau lưng', 'Đau vú', 'Đau nhói vùng mông', 'Đau khớp', 'Đau bụng kinh', 'Đau vùng xương chậu', 'Đau khớp háng', 'Đau nướu', 'Đau xương cánh tay', 'Đau quặn bụng']",['Đau xương']
730,Đau âm ỉ thượng vị,,,,2022-01-18 04:22:11.025+00,1,1,2022-01-18 04:22:09.628+00,2022-01-18 04:22:11.04+00,,"['Đau âm ỉ thượng vị', 'Chảy máu âm đạo', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Đau đầu', 'Nước chảy từng ít một từ âm đạo', 'Đau phía sau xương ức', 'Đau bụng từng cơn', 'Đau khi quan hệ', 'Có dịch từ âm đạo', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Đau vùng bên trái bụng', 'Nóng rát vùng thượng vị', 'Đau dữ dội vùng thượng vị', 'Đau dương vật', 'Đau ở vùng hạ sườn phải', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau khi đi tiểu', 'Đau bụng cấp tính', 'Đau ở hạ vị', 'Đau tinh hoàn', 'Tăng tiết dịch âm đạo', 'Đau bụng vùng thượng vị', 'Đại tiện đau', 'Đau khi đi lại', 'Đau ở vùng bụng', 'Đau trong và xung quanh một khớp', 'Đau cơ', 'Ra dịch âm đạo', 'Đau ở nhiều khớp', 'Khó nghe được các phụ âm', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Đau dai dẳng vùng thượng vị', 'Đau bụng tái phát', 'Đau phía sau đầu và cổ', 'Đau đầu dữ dội', 'Đau đầu đột ngột', 'Khối u ở bìu không đau', 'Đau khi giao hợp', 'Ngứa âm đạo', 'Đau nhức toàn thân', 'Đau hạ vị']",['Đau âm ỉ thượng vị']
